"page_size","stockCode","x1","x2","x3","x4","x5","total_words_num","result"
1323,"002001",0.00107235533435384,0.00194006270413634,0.00531811843932734,6.54873486628302e-05,0.000600300696075944,366483,1
693,"002006",0.000149764409064203,0.000973468658917319,0.00426252548875039,6.9122034952709e-05,0.000239047037544785,347212,1
602,"002010",0.000820723960151811,0.00260273786258088,0.00437114860544943,7.2550184322812e-05,0.000272063191210545,220537,1
1929,"002020",0.000917131004043497,0.00151660986345735,0.00265108180856323,2.62719818866627e-05,0.000205399131113908,418697,3
1008,"002021",0.000666807658335718,0.00155754326163492,0.00218702959581006,7.46426483211624e-05,0.00019158279735765,401915,3
554,"002025",0.000737656752059813,0.00161284272907993,0.00322568545815986,3.75079704437193e-05,0.000125026568145731,79983,3
115,"002026",0.000477617124744909,0.000564456601971256,0.00373409752073293,4.34197386131736e-05,0.000564456601971256,23031,1
289,"002031",0.000289264933302182,0.000400520676879944,0.00176896632288642,0,0.000211385912797748,89883,3
1095,"002045",0.000319443824257808,0.000577059811562492,0.00181361655062498,3.43487983072912e-06,0.000188918390690102,291131,3
535,"002047",0.000513171399247349,0.002506185903301,0.0024385586646405,6.76272386605033e-05,0.000155144841632919,251378,2
2759,"002057",0.000721847463799285,0.00238675371094925,0.00391841571298931,5.75666884212691e-05,0.000710204762770264,1546033,1
296,"002064",0.00184060042887777,0.00686204431736955,0.00230521801286633,0.000107219442458899,0.000964974982130093,55960,4
2790,"002067",0.000810778021405723,0.00372691575897996,0.00135228305030079,0.000113923189139125,0.000738281446499007,675894,2
1068,"002073",0.000124826283422237,0.000609152263100518,0.000960330207128413,1.66435044562983e-06,8.65462231727513e-05,600835,3
567,"002090",0.000381034031101903,0.0010716582124741,0.0066323736038675,3.57219404158034e-05,7.14438808316068e-05,83982,1
990,"002099",0.000538012823603143,0.00122643783445018,0.00290604059200694,4.24239502482765e-05,4.82090343730415e-05,518575,3
528,"002101",0.00071097348068917,0.00115335697978465,0.00201442486195265,2.36991160229723e-05,0.000647775837961244,126587,3
4649,"002103",0.000530332171788026,0.00111581888944201,0.00206334570303661,2.68701633705933e-05,0.000318199303072815,707104,3
4917,"002110",0.000672366762082659,0.00680965597406674,0.0020398923798779,0.000394717621499989,0.00131986942202359,965247,4
973,"002112",0.000572193253656961,0.00322089428268193,0.00362235245258641,0.00010613261962992,0.000323012320612801,216710,1
276,"002118",0.000401962306898221,0.000283200716223747,0.000931821711445877,0.000100490576724555,0.000137032604624394,109463,3
799,"002121",0.000273782362860827,0.00194425156234501,0.00833250669576431,0.000301557385180042,6.74536256323777e-05,252025,5
973,"002128",0.000957729644414138,0.00301876383919336,0.00280997877671108,0.00017813771386103,0.000254756085414161,522068,2
235,"002136",0.000575112471592227,0.00192940958211586,0.000955428783451602,2.78280228189787e-05,0.000157692129307546,107805,3
318,"002167",0.0002567826735891,0.000838555918439403,0.000641956683972749,6.41956683972749e-05,2.80856049238078e-05,249238,3
191,"002176",0.00155991711485181,0.00467975134455542,0.00593699797443599,0.000302670484971246,0.000162976414984517,42951,5
1741,"002177",0.00027188172057628,0.00080476989290579,0.00194123548491464,1.3594086028814e-05,0.000481230645420017,367807,3
1114,"002179",6.32861324262321e-05,0.000100203043008201,0.00268438678374601,0,1.05476887377054e-05,379230,3
108,"002180",0.000472892152771983,0.00150212801468747,0.00230882639294556,2.78171854571754e-05,0.000250354669114579,35949,3
496,"002182",0.000548080348579102,0.00285001781261133,0.00237044750760461,0.000123318078430298,0.000356252226576416,72982,2
917,"002184",0.000511235827406785,0.0049760287200927,0.00622003590011588,0.000159051146304333,7.95255731521665e-05,176044,5
192,"002189",0.000564777526765544,0.00108044396424713,0.00304488753560554,0,0.000564777526765544,40724,3
1168,"002203",0.00082394182328695,0.00113639768354642,0.00209730645927587,3.85219553744548e-05,0.000680554544948702,467266,3
777,"002205",0.000774302237053116,0.00397518345131453,0.00412745209207393,1.61987915701489e-05,0.000735425137284759,308665,1
176,"002206",0.0017910447761194,0.00442786069651741,0.00213930348258706,0,0.000149253731343284,20100,2
145,"002221",0.000810199991471579,0.00157775787812886,0.00166304208775745,0,0.000127926314442881,23451,3
97,"002224",0.000343642611683849,0.000472508591065292,0.00524054982817869,4.29553264604811e-05,0.00107388316151203,23280,1
274,"002225",0.000993779675365306,0.00185873605947955,0.00213478596930325,3.68066546431595e-05,0.000883359711435828,54338,3
1039,"002233",8.5889866951228e-05,0.000421780596635494,0.000151841014788778,1.53374762412907e-06,7.97548764547117e-05,2607991,3
972,"002246",0.000799460475835302,0.00349708129932426,0.00255916677460127,2.233129820769e-05,0.00069227024443839,223901,2
93,"002248",0.000219506841296554,0.00197556157166898,0.00453647472012878,7.31689470988513e-05,0,13667,1
306,"002259",0.00105606179470159,0.000965542212298594,0.00259489469555247,4.52597912014966e-05,0.000226298956007483,66284,3
185,"002262",0.000570917464365235,0.000761223285820313,0.00184596646811426,0,5.70917464365235e-05,52547,3
2276,"002271",0.0004608032085112,0.00243460196809501,0.00141843332913057,6.00395059949447e-05,0.00079702444208289,666228,3
130,"002272",0.000625782227784731,0.0031984424975664,0.00528438325684884,0.000347656793213739,0.000208594075928244,14382,1
234,"002273",0.000516338422954931,0.00033193184332817,0.000958914214059158,0,0,27114,3
651,"002275",0.00116762635956494,0.00158349328214971,0.002319257837492,0.000111964171465131,0.000378545532096396,187560,3
370,"002286",0.000801737097043594,0.0016285284783698,0.00541172540504426,8.35142809420411e-05,0.000250542842826123,119740,1
90,"002287",0.000761142277224932,0.00217066501282666,0.00250895046937107,0,0.000902094550785104,35473,3
170,"002294",0.000494254293834178,0.000834054120845175,0.00905103175583838,0,0.000834054120845175,32372,5
135,"002295",0.000360640275196272,0.00160901045856798,0.00183094293561184,2.77415596304824e-05,0.000416123394457236,36047,3
642,"002300",0.000718784227820372,0.00412787513691128,0.00774233296823658,0.000349123767798467,0.000376506024096386,146080,5
539,"002308",0.000253026110662194,0.00113453643167887,0.0019548307581805,3.67295967090281e-05,7.34591934180563e-05,245034,3
305,"002309",0.00060980738497771,0.000809571873160064,0.00819034401547649,1.05139204306502e-05,0.000420556817226007,95112,5
385,"002329",0.00117645023442501,0.0010553450632342,0.00162626944170516,0,0.000916939153301846,57801,3
212,"002330",0.000506919450499316,0.000620976326861662,0.0010391848735236,2.53459725249658e-05,0.00039286257413697,78908,3
412,"002332",0.000824965152334082,0.00106676528319062,0.00275936619918641,1.42235371092083e-05,0.000341364890621,70306,3
722,"002339",0.000771309602514585,0.00880916756556132,0.00251110569841215,0.000139183687671805,0.000162380968950439,172434,4
400,"002342",0.00011392332959918,0.00017088499439877,0.00127214384719084,0,7.59488863994532e-05,52667,3
469,"002347",0.000746051074485053,0.00198946953196014,0.00399608966333373,2.57258991201743e-05,0.000265834290908467,116614,1
132,"002361",0.000369503633452396,0.00252494149525804,0.00175514225889888,0.000123167877817465,0.000215543786180564,32476,2
181,"002364",0.000697963766576639,0.00382362759081116,0.00570509513549601,9.10387521621704e-05,0.000303462507207235,32953,1
185,"002370",0.000511099139419557,0.00156783114389513,0.000960037572693492,0.000138134902545826,0.000345337256364566,144786,3
2285,"002374",0.000609211083407819,0.00277790845368584,0.00272145646140095,3.76346615232629e-05,0.000308133791221715,425140,2
284,"002377",0.000525067091906188,0.00208082143829489,0.00186690521566645,7.77877173194353e-05,0.000252810081288165,51422,3
235,"002378",0.00120299265020929,0.00271909297650044,0.00530635114201905,9.88761082363798e-05,0.000411983784318249,60682,1
970,"002390",0.000500866543444632,0.00117903097837409,0.00195914170090732,3.98920255840857e-05,0.000682596882216578,225609,3
182,"002395",0.000315723005683014,0.000578825510418859,0.000841928015154704,0,0,19004,3
139,"002402",0.000232023944871111,0.00064966704563911,0.00143854845820089,0,0.000185619155896889,43099,3
733,"002406",0.000170860515688102,0.000512581547064306,0.00194159676918298,4.65983224603914e-05,4.65983224603914e-05,64380,3
672,"002411",0.000919072122396192,0.00521174431083349,0.0073360667015217,0.000297184997661044,0.000324702127074104,181705,5
744,"002422",0.00112227528132203,0.00146121748037901,0.00356265911453234,1.50640977358661e-05,0.000512179323019448,132766,1
456,"002437",0.000285488404778637,0.000710060904193019,0.00301592878894355,0,0.000358690559850082,136608,3
612,"002438",0.000259187025251488,0.000764730034900431,0.00404434407719154,2.05296653664545e-05,0.000189899404639704,389680,1
265,"002440",0.000378553238350884,0.00275311446073371,0.000653864684424255,3.44139307591713e-05,0.000206483584555028,29058,3
706,"002443",0.000719883173245028,0.00208766120241058,0.00269956189966885,4.62782039943232e-05,0.000272527201299903,194476,3
331,"002450",0.000560140201428635,0.000781977904964728,0.00560140201428635,1.6637827765207e-05,0.00014419450729846,180312,1
372,"002455",0.000550961350318734,0.000587005550806875,0.001127668558129,2.05966859932237e-05,0.000128729287457648,194206,3
122,"002457",0.000646010288311999,0.00925948079913865,0.00133987319057304,2.39263069745185e-05,0.000765641823184591,41795,4
1008,"002471",0.00137311678237785,0.000727510996979143,0.00219698685180456,1.92718144895137e-05,0.000327620846321733,207557,3
558,"002472",0.000663051897753679,0.00147482571649884,0.00246630518977537,7.43609604957397e-05,0.000941905499612703,161375,3
87,"002476",0.000728911271618846,0.00265058644225035,0.00278311576436287,0.000198793983168776,0.000331323305281293,15091,2
547,"002478",0.000568806997258537,0.00314242554223159,0.00333824434456649,0.000102571753603998,0.000289065851065814,107242,1
339,"002487",0.000101795675719695,0.000135727567626261,0.001426496735752,4.61473729929286e-05,1.62873081151513e-05,736770,3
482,"002498",0.00100344604497023,0.00188146133431918,0.00415901979165291,0.00010562589947055,0.000204650180224191,151478,1
567,"002512",0.000302198969690388,0.000958537356986699,0.0011143587007333,4.72185890141231e-06,0.00042968916002852,211781,3
946,"002520",0.000550486262865531,0.00119272023620865,0.00365322701719853,6.67256076200644e-05,0.000108429112382605,119894,1
966,"002529",0.00074303505590935,0.00446628680345511,0.00516086305137037,9.69176159881761e-05,0.000799570331902452,247633,1
201,"002534",0.00252835703184802,0.00526547748834404,0.00447681566189604,6.95878082160006e-05,0.000324743105008003,43111,4
362,"002541",0.00108324646922967,0.00176793999223333,0.000899298955586895,9.1973756821387e-05,0.000551842540928322,97854,3
137,"002546",0.000755643713988854,0.00798148672900727,0.00368376310569566,0,0,21174,4
468,"002552",0.000328209131310264,0.00101123894511811,0.00128622497405374,7.09641364995166e-05,9.31404291556155e-05,225466,3
158,"002554",0.000500059530896535,0.00219073699249911,0.000547684248124777,0.000119061793070604,9.52494344564829e-05,41995,3
150,"002571",0.000692831234462241,0.00252679626686229,0.00301585360883564,0,0.000326038227982231,24537,2
727,"002582",0.000587229808832385,0.000796687575040115,0.00174672815748232,1.49612690148378e-05,0.000501202511997068,267357,3
293,"002587",0.00031540117658352,0.00142616184194287,0.003112872481933,5.48523785362643e-05,2.74261892681321e-05,72923,3
1658,"002588",0.000811637957774148,0.00276577265865713,0.0039030997332451,2.58483426042722e-05,0.000395479641845365,386872,1
209,"002591",0.000548274516833082,0.00818194278966292,0.00236179791866558,8.4349925666628e-05,0.00108600529295784,94843,4
241,"002596",0.000212509055783627,0.00098526925863318,0.000260806568461724,3.86380101424777e-05,0.000202849553248008,103525,3
334,"002598",0.000289779477817381,0.00330348604711814,0.000927294329015619,5.79558955634762e-05,0.000695470746761714,34509,2
897,"002600",0.000180061220815077,0.00156053058039734,0.00268376962452948,3.4297375393348e-05,0.000145763845421729,116627,3
266,"002601",0.00131810866733083,0.0054870104988888,0.0053643957391371,0.000352517434286152,0.000796995938386083,65245,5
806,"002603",0.000687271955057047,0.000644800092665882,0.00601556014594876,0.000193053919959845,0.000760632444641788,258995,1
1222,"002604",0.00110009520701639,0.00188395509458464,0.00446093652753434,0.000309506908396048,0.000783859887568251,297247,1
282,"002613",0.000236574402649633,0.00833576865806649,0.00512114001029794,5.56645653293255e-05,9.74129893263196e-05,71859,4
203,"002614",0.000302289845580271,0.0020152656372018,0.00224198302138701,0,0.000554198050230496,39697,3
60,"002619",0.000227143668370244,0.000113571834185122,0.00124929017603634,0,0.000681431005110733,8805,3
105,"002632",0.00148646257299593,0.00502565917536719,0.00563911991977821,0.000117973220079042,0.000920191116616528,84765,5
265,"002637",0.000387076208474692,0.000910767549352217,0.0020947653635101,4.55383774676108e-05,0.000113845943669027,43919,3
87,"002648",0.0029747149231532,0.00155818400736596,0.00219562291947022,0,0.000141653091578724,14119,2
1107,"002650",0.000120770123808856,0.000225957005835924,0.000467497253453636,3.89581044544697e-06,3.50622940090227e-05,513372,3
341,"002653",0.000455304295037183,0.000455304295037183,0.00120330420831256,0,0.000292695618238189,92246,3
769,"002664",0.000680656086061491,0.00317501162095757,0.00366060163357461,4.98041038581579e-05,0.000253170861278969,240944,1
123,"002670",0.00161544364120997,0.00302895682726869,0.00193853236945196,0,0.000848107911635233,24761,2
148,"002671",0.00022991148407863,0.000344867226117945,0.000977123807334176,0,0,34796,3
173,"002675",0.000190448983478551,0.000666571442174927,0.00180926534304623,0,0,21003,3
195,"002688",0.00103119360659964,0.00250432733031341,0.000994365263506795,0,0.000368283430928443,27153,3
366,"002689",0.000807154918078415,0.00236579889781604,0.00141020169595309,2.78329282096005e-05,0.000241218711149871,107786,3
307,"002690",0.000714112945024821,0.000633487289941374,0.00429619562087513,2.30359014524136e-05,0.000103661556535861,86821,1
194,"002694",0.000697021259148404,0.00360811004735644,0.00211156440271428,0.000164005002152566,0.000635519383341192,48779,2
1170,"002695",0.000345513683533294,0.000613584644895333,0.00137014046918375,1.19142649494239e-05,0.000971012593378051,167866,3
99,"002723",0.000402799456220734,0.000755248980413876,0.00297064598962791,0,0.000352449524193142,19861,3
190,"002743",0.000248721846068813,0.00234903965731657,0.00389664225507807,0,0.00011054304269725,36185,1
570,"002745",0.000342390373939201,0.00224999388588618,0.00124727921934995,0.000228260249292801,0.000195651642250972,122667,3
178,"002749",0.000734937456822424,0.00108770743609719,0.000543853718048594,1.46987491364485e-05,0.00102891243955139,68033,3
150,"002756",0.00023069115068746,0.000830488142474855,0.0034142290301744,0,0.000507520531512411,21674,1
148,"002787",0.00102313167259786,0.00460409252669039,0.00209074733096085,0.000222419928825623,0.000822953736654804,44960,2
201,"002810",0.00075957539735288,0.00332314236341885,0.00208883234272042,0,0.000113936309602932,52661,2
180,"300001",0.000833653969475439,0.00115429011158138,0.00957633277756402,0,0.000342011884913001,46782,5
258,"300006",0.000335217486793587,0.000346776710476124,0.0024043185259678,4.62368947301499e-05,0.000265862144698362,86511,3
1210,"300024",0.000296499594213696,0.00149200116319072,0.00381648195628912,5.32178758845096e-05,5.13172374600628e-05,526139,1
234,"300031",0.000897983618601867,0.00217692998448937,0.00356472284960135,0,0.000571444120928461,36749,1
229,"300034",0.000226813944521309,0.00104334414479802,0.00242690920637801,9.07255778085237e-05,6.80441833563927e-05,44089,3
378,"300035",0.00019557641704004,0.00471161368323732,0.00718298840765237,0,0.000302254462698243,56244,5
322,"300041",0.000695212513825249,0.00238584294517301,0.00341286143150577,7.90014220255965e-05,0.000379206825722863,63290,1
879,"300062",0.000422952961206112,0.00145088927198552,0.00466854407812316,0.000187384223319164,8.56613592316176e-05,186782,1
337,"300064",0.000306831931362276,0.000272096241019377,0.000897338667191562,2.31571268952661e-05,0.000115785634476331,172733,3
791,"300066",0.000236671066782245,0.00105602773871226,0.000617934487434493,5.10749110685087e-05,4.67587214007474e-05,1390115,3
290,"300067",0.00082258064516129,0.00333870967741936,0.00235483870967742,3.2258064516129e-05,0.000370967741935484,62000,2
661,"300073",0.000839294602164599,0.00253740228561391,0.00828071476670538,0.000102472015380562,0.000107351635160588,204934,5
1000,"300080",0.000169019797852322,0.0011380666388723,0.00454099856896571,0,5.63399326174406e-05,88747,1
3364,"300088",0.000437705174300453,0.00194223695418452,0.00058062931284754,3.63690888267141e-05,0.000176102956424089,1567265,3
527,"300099",0.000704920344001128,0.000963391136801541,0.00195027961840312,1.17486724000188e-05,0.000317214154800508,85116,3
216,"300103",0.000330991872310691,0.003034092162848,0.00358574528336582,9.19421867529697e-05,0.000294214997609503,54382,1
369,"300110",0.000655594405594406,0.00174825174825175,0.00200320512820513,1.82109557109557e-05,0.000673805361305361,54912,3
268,"300114",0,0.0001998001998002,4.44000444000444e-05,0,4.44000444000444e-05,45045,3
251,"300130",0.000248273721778261,0.000550857320195516,0.00241291023353247,1.55171076111413e-05,0.00024051516797269,128890,3
99,"300135",0.000613496932515337,0.00109783661608008,0.00100096867936713,3.22893122376493e-05,0.000193735873425896,30970,3
94,"300138",0.000794763908368396,0.000888265544647031,0.00313230481533427,0,0.00018700327255727,21390,3
192,"300140",0.000937764461014158,0.00761647720774914,0.00388829166761968,0.000114361519635873,0.000571807598179365,43721,4
524,"300145",0.00111685975260047,0.0089228038613162,0.00229409030263881,0.000271668588470385,0.000917636121055523,165643,4
275,"300149",0.000639613964635015,0.000323855171967096,0.00087440896431116,3.23855171967096e-05,0.000194313103180258,123512,3
323,"300151",0.000184195091685531,0.000843419630349534,0.000130875459881824,0,2.90834355292943e-05,206303,3
1014,"300158",0.00026990846661196,0.000536194000786176,0.000324252453178127,2.89834595019555e-05,0.000231867676015644,552039,3
64,"300159",0.000567951318458418,0.000730223123732252,0.00243407707910751,0.000324543610547667,0,12325,3
1324,"300162",0.000458134061176653,0.00579091149286256,0.00264942078765123,5.33277743168591e-05,0.000176951251142305,412543,4
150,"300169",0.000563327387099803,0.00300441273119895,0.00438143523299847,6.25919318999781e-05,0.000438143523299847,31953,1
116,"300173",0.000379410648792209,0.00246616921714936,0.003620209940559,3.16175540660175e-05,0.000474263310990262,63256,1
479,"300185",0.000222752585521082,0.00175019888623707,0.00356404136833731,0.000175019888623707,7.95544948289578e-05,62850,1
299,"300193",0.000278160752727185,0.00178990397407058,0.00183827975715357,2.41878915414943e-05,0.000205597078102702,82686,3
242,"300194",0.000821414992935831,0.000708763793904631,0.00190098898365149,1.40813998789e-05,0.000225302398062399,213047,3
342,"300201",0.000622068293010979,0.000672506262714572,0.00082382017182535,0,0.000109282267691118,118958,3
428,"300202",0.000242313051154016,0.000778863378709337,0.00160099694512475,8.65403754121485e-06,0.000147118638200653,115553,3
334,"300217",0.000480396142049444,0.00218025941391671,0.00363992461475925,7.39070987768375e-05,0.000184767746942094,54122,1
183,"300218",0.00188225970230577,0.00220422517770018,0.00636500978279714,0,0.000965896426183223,40377,1
88,"300222",0.000314564328405159,0.00113243158225857,0.00717206668763762,0,0.000440390059767222,15895,1
109,"300227",0.000916065498683156,0.000343524562006183,0.0041795488377419,5.72540936676972e-05,5.72540936676972e-05,17466,1
294,"300228",0.000256714060031596,0.00219194312796209,0.00438388625592417,1.97472353870458e-05,5.92417061611374e-05,50640,1
1949,"300232",0.00029567440281726,0.00545075098646527,0.00267300267300267,7.02723917009631e-05,0.000266504730790445,754208,4
791,"300233",0.000362431396914156,0.000704152428290359,0.00313762037899969,3.10655483069276e-05,0.0011597804701253,96570,3
322,"300236",0.000523161799676591,0.000776816005580393,0.0040901740701988,1.58533878689876e-05,0.000237800818034814,63078,1
260,"300252",0.000243457090687766,0.000452134596991566,0.00107816711590297,3.47795843839666e-05,0,57505,3
939,"300272",0.000464440728918613,0.00216457527599038,0.000447551975139754,7.31845997083875e-05,0.000678364943450823,355266,3
127,"300276",0.000392173950934681,0.00209159440498497,0.00418318880996993,8.71497668743736e-05,8.71497668743736e-05,22949,1
436,"300283",0.000726040658276864,0.00330018481034938,0.00433424271759218,0.000220012320689959,0.000363020329138432,90904,1
156,"300285",0.00030087253033798,0.000661919566743556,0.00180523518202788,0,4.01163373783974e-05,49855,3
812,"300286",0.00191501744324038,0.00824530430570051,0.00312125084127464,0.000227591207176276,5.20208473545773e-05,307569,4
209,"300301",0.000222727070248118,0.00432090516281349,0.00140318054256314,0.000111363535124059,0.000289545191322553,44898,2
475,"300306",0.000125331933793406,0.00323513054104229,0.0027103030682824,4.69994751725272e-05,1.56664917241757e-05,127661,2
121,"300323",0.000645473616265935,0.00161368404066484,0.00379215749556237,0,8.06842020332419e-05,12394,1
371,"300334",0.0013833207382834,0.00972167074404724,0.00418838779091363,0.000230553456380567,0.00088378824945884,78073,4
252,"300338",0.000483831152801777,0.00150086398420143,0.00112564798815107,5.92446309553197e-05,0.000414712416687238,101275,3
493,"300340",0.000633878966404415,0.00223721988142735,0.0049684924866699,0.000186434990118946,0.000549983220850889,107276,1
149,"300351",0.0013099647664649,0.000406540789592556,0.00898906856987984,0,0.000813081579185112,22138,5
100,"300356",0.000865051903114187,0.00436645246333828,0.00152413906739166,0,0.000205964738836711,24276,2
411,"300361",0.00120325359772826,0.000882385971667389,0.00420336590139738,0,0.000320867626060869,62331,1
89,"300368",0.000430246316015919,0.00182854684306766,0.00607722921372486,0,5.37807895019899e-05,18594,1
420,"300372",0.001101768628588,0.00176862858799652,0.00279791243838794,0.000115975645114526,8.69817338358945e-05,68980,3
735,"300381",0.00104231493182955,0.00113394701374863,0.0013133931741735,6.87240614393109e-05,0.000255806228690768,261917,3
