addrReg,addrWork,area,ename,industry,institutional,is_target,listingDate,lootchips,market,name,offerDate,pricelimit,registerDate,shareholders,sname,stockCode,webSite
浙江省杭州市淳安县千岛湖镇康盛路268号,浙江省杭州市淳安县千岛湖镇康盛路268号,浙江,"Zhe Jiang Kangsheng Co., Ltd.",工业机械,113640.0,1.0,2010-05-31 16:00:00,5.54,中小企业板,浙江康盛股份有限公司,2010-05-18 16:00:00,11.36,2007-06-28 16:00:00,57.35,康盛股份,002418,http://www.kasun.cn
江苏省无锡国家高新技术产业开发区新锡路20号,江苏省无锡国家高新技术产业开发区新锡路20号,江苏,"Wuxi Lead Intelligent Equipment Co., Ltd.",工业机械,40800.0,1.0,2015-05-17 16:00:00,1.69,创业板,无锡先导智能装备股份有限公司,2015-05-05 16:00:00,4.08,2002-04-29 16:00:00,57.13,先导智能,300450,http://www.leadchina.cn
甘肃省白银市白银区五一街8号,浙江省杭州市西湖区文二西路738号西溪乐谷创意产业园1幢E单元,甘肃,"GANSU SHANGFENG CEMENT CO., LTD",建材与构件,81361.99,1.0,1996-12-17 16:00:00,8.14,深圳证券交易所,甘肃上峰水泥股份有限公司,,8.14,1992-09-29 16:00:00,57.12,上峰水泥,000672,http://www.sfsn.cn
湖南省株洲市天元区渌江路10号,湖南省株洲市石峰区清水塘,湖南,"Zhuzhou Smelter Group Co., Ltd.",有色金属,52745.79,1.0,2004-08-29 16:00:00,5.27,上海证券交易所,株洲冶炼集团股份有限公司,,5.27,2000-12-12 16:00:00,57.02,株冶集团,600961,http://www.torchcn.com
江苏省太仓市太仓港港口开发区石化区东方东路18号,江苏省太仓市太仓港港口开发区石化区东方东路18号,江苏,ABA Chemicals Corporation,特种化工品,53697.45,1.0,2011-09-05 16:00:00,4.72,创业板,雅本化学股份有限公司,2011-08-28 16:00:00,5.37,2006-01-12 16:00:00,57.02,雅本化学,300261,http://www.abachem.com
山东省淄博市齐鲁化学工业区清田路21号,山东省淄博市临淄区稷下街道一诺路48号,山东,"BLUE SAIL MEDICAL CO.,LTD.",特种化工品,49435.5,1.0,2010-04-01 16:00:00,4.81,中小企业板,蓝帆医疗股份有限公司,2010-03-23 16:00:00,4.94,2007-09-24 16:00:00,56.98,蓝帆医疗,002382,http://www.bluesail.cn
新疆维吾尔自治区乌鲁木齐市银川路235号,新疆维吾尔自治区乌鲁木齐市银川路235号,新疆,"Xinjiang Tianshan Wool Tex Stock Co., Ltd.",有色金属,134266.43,1.0,1998-05-18 16:00:00,3.63,深圳证券交易所,德展大健康股份有限公司,,13.43,1998-04-13 16:00:00,56.92,德展健康,000813,http://www.chinatianshan.com
广东省高要市金渡世纪大道168号,广东省高要市金渡世纪大道168号,广东,"Guangdong Hongtu Technology (Holding) Co., Ltd.",工业机械,24802.3,1.0,2006-12-28 16:00:00,2.48,中小企业板,广东鸿图科技股份有限公司,2006-12-17 16:00:00,2.48,2000-12-21 16:00:00,56.75,广东鸿图,002101,http://www.ght-china.com
江苏省常熟东南经济开发区,江苏省常熟东南经济开发区常昆线8号,江苏,"Zhongli Science and Technology Group Co., Ltd.",电子电气组件与设备,64140.61,1.0,2009-11-26 16:00:00,3.63,中小企业板,中利科技集团股份有限公司,2009-11-15 16:00:00,6.41,2007-08-05 16:00:00,56.65,中利科技,002309,http://www.zhongli.com
四川省成都市锦江区东华正街42号,四川省成都市锦江区东华正街42号,四川,"Sichuan Shengda Forestry Industry Co., Ltd.",建材与构件,75232.83,1.0,2008-07-15 16:00:00,6.08,中小企业板,四川升达林业产业股份有限公司,2008-07-06 16:00:00,7.52,2005-12-25 16:00:00,56.64,升达林业,002259,http://www.shengdawood.com
浙江省绍兴市柯桥区鉴湖路1809号,浙江省绍兴柯桥经济开发区柯西工业区鉴湖路1809号,浙江,"Zhejiang Jinggong Science and Technology Co., Ltd.",工业机械,45516.0,1.0,2004-06-24 16:00:00,4.43,中小企业板,浙江精功科技股份有限公司,,4.55,2000-09-09 16:00:00,56.6,精功科技,002006,http://www.jgtec.com.cn
新疆石河子市经济技术开发区北三东路36号,新疆维吾尔自治区石河子市经济技术开发区北三东路36号,新疆,"Xinjiang Tianye Co., Ltd.",通用化工品,69465.88,1.0,1997-06-16 16:00:00,4.39,上海证券交易所,新疆天业股份有限公司,1997-05-22 16:00:00,6.95,1997-06-08 16:00:00,56.58,新疆天业,600075,http://www.xj-tianye.com
四川省绵阳经济技术开发区,四川省绵阳市经济技术开发区,四川,"Lier Chemical Co., Ltd.",特种化工品,52437.3,1.0,2008-07-07 16:00:00,5.24,中小企业板,利尔化学股份有限公司,2008-06-25 16:00:00,5.24,2007-07-31 16:00:00,56.55,利尔化学,002258,http://www.lierchem.com
上海市闵行区都会路1509号4幢,上海市闵行区都会路1509号,上海,"Shanghai Tofflon Science and Technology Co., Ltd.",工业机械,63456.49,1.0,2011-01-31 16:00:00,3.33,创业板,上海东富龙科技股份有限公司,2011-01-23 16:00:00,6.35,1993-12-24 16:00:00,56.3,东富龙,300171,http://www.tofflon.com
上海市嘉定区南翔镇新丰村新勤路289号,上海市嘉定区南翔镇新丰村新勤路289号,上海,Shanghai Step Electric Corporation,工业机械,62017.12,1.0,2010-12-23 16:00:00,3.67,中小企业板,上海新时达电气股份有限公司,2010-12-14 16:00:00,6.2,1995-03-09 16:00:00,56.05,新时达,002527,http://www.stepelevator.com
浙江省嘉兴市乍浦滨海大道2288号,浙江省嘉兴港区乍浦经济开发区滨海大道2288号,浙江,"Zhejiang Jiahua Energy Chemical Industry Co.,Ltd.",通用化工品,130628.53,1.0,2003-06-26 16:00:00,5.8,上海证券交易所,浙江嘉化能源化工股份有限公司,,13.06,1998-04-02 16:00:00,55.97,嘉化能源,600273,http://www.jhec.com.cn
上海市浦东新区金桥出口加工区宁桥路888号,上海市浦东新区金桥出口加工区宁桥路888号,上海,"Shanghai Highly (Group) Co., Ltd.",工业机械,86631.07,1.0,1992-11-15 16:00:00,4.13,上海证券交易所,上海海立(集团)股份有限公司,,8.66,1992-06-19 16:00:00,55.97,海立股份,600619,http://www.highly.cc
辽宁省凌海市大有乡双庙农场,辽宁省凌海市大有乡双庙农场,辽宁,"Jinzhou New China Dragon Moly Co., Ltd.",有色金属,49925.06,1.0,2012-08-23 16:00:00,4.99,上海证券交易所,锦州新华龙钼业股份有限公司,2012-08-14 16:00:00,4.99,2003-06-17 16:00:00,55.97,新华龙,603399,http://www.ncdmoly.com
浙江省天台县白鹤镇东园路5号（西工业区）,浙江省天台县白鹤镇东园路5号（西工业区）,浙江,"Zhejiang Yonggui Electric Equipment Co., Ltd.",电子电气组件与设备,38460.64,1.0,2012-09-19 16:00:00,1.96,创业板,浙江永贵电器股份有限公司,2012-09-11 16:00:00,3.85,1990-03-18 16:00:00,55.81,永贵电器,300351,http://www.yonggui.com
浙江省金华市婺江东路88号,浙江省金华市婺江东路88号,浙江,"Zhejiang Jianfeng Group Co., Ltd.",建材与构件,34408.38,1.0,1993-07-27 16:00:00,3.44,上海证券交易所,浙江尖峰集团股份有限公司,,3.44,1989-08-07 15:00:00,55.81,尖峰集团,600668,http://www.jianfeng.com.cn
西藏自治区拉萨市北京中路93号,四川省成都市锦江区三色路427号,西藏,"Tibet Rhodiola Pharmaceutical Co., Ltd.",制药,14558.9,1.0,1999-07-20 16:00:00,1.14,上海证券交易所,西藏诺迪康药业股份有限公司,1999-06-30 16:00:00,1.46,1999-07-13 16:00:00,55.69,西藏药业,600211,http://www.xzyy.cn
陕西省西安市高新技术产业开发区科技三路56号,陕西省西安市西安经济技术开发区泾渭工业园西金路西段15号,陕西,"Western Metal Materials Co., Ltd.",有色金属,21270.71,1.0,2007-08-09 16:00:00,1.75,中小企业板,西部金属材料股份有限公司,2007-07-25 16:00:00,2.13,2000-12-27 16:00:00,55.67,西部材料,002149,http://www.c-wmm.com
湖北省黄石市黄石大道316号,湖北省黄石市黄石大道316号,湖北,"Daye Special Steel Co., Ltd.",钢铁,44940.85,1.0,1997-03-25 16:00:00,4.49,深圳证券交易所,大冶特殊钢股份有限公司,1997-03-13 16:00:00,4.49,1993-05-17 16:00:00,55.59,大冶特钢,000708,http://www.dayesteel.com.cn
江苏省无锡市新吴区张公路19号,江苏省无锡市新吴区张公路19号,江苏,"WUXI BOTON TECHNOLOGY CO.,LTD.",特种化工品,39676.79,1.0,2009-12-24 16:00:00,2.23,创业板,无锡宝通科技股份有限公司,2009-12-15 16:00:00,3.97,2008-07-07 16:00:00,55.53,宝通科技,300031,http://www.btdy.com
湖北省荆州市沙市区园林路时尚豪庭602室,江苏省泰兴市大庆西路宝塔湾,湖北,"HUBEI JUMPCAN PHARMACEUTICAL CO., LTD.",制药,80962.4,1.0,2001-08-21 16:00:00,1.71,上海证券交易所,湖北济川药业股份有限公司,2001-07-31 16:00:00,8.1,1997-01-21 16:00:00,55.42,济川药业,600566,http://www.jumpcan.com
浙江省诸暨市望云路88号,浙江省诸暨市望云路88号,浙江,"Zhejiang Feida Environmental Science and Technology Co., Ltd.",工业机械,54740.47,1.0,2002-07-21 16:00:00,4.07,上海证券交易所,浙江菲达环保科技股份有限公司,,5.47,2000-04-29 16:00:00,55.42,菲达环保,600526,http://www.feida.biz
河南省新乡市凤泉区锦园路,河南省新乡市凤泉区锦园路1号,河南,"Xinxiang Chemical Fiber Co., Ltd.",通用化工品,125765.6,1.0,1999-10-20 16:00:00,10.27,深圳证券交易所,新乡化纤股份有限公司,1999-08-17 16:00:00,12.58,1993-02-28 16:00:00,55.34,新乡化纤,000949,http://www.bailu.com
广东省开平市三埠区港口路10号19幢,广东省开平市长沙港口路10号,广东,"Guangdong Kaiping Chunhui Co., Ltd.",通用化工品,159567.88,1.0,2000-05-31 16:00:00,5.87,深圳证券交易所,广东开平春晖股份有限公司,2000-05-07 16:00:00,15.96,1993-01-17 16:00:00,55.31,春晖股份,000976,http://www.my0976.com
广东省深圳市龙岗区龙岗大道(坪地段)1001号,广东省深圳市龙岗区龙岗大道(坪地段)1001号,广东,"Shenzhen Beauty Star Co., Ltd.",通用化工品,0.0,1.0,2008-05-27 16:00:00,3.65,中小企业板,深圳市通产丽星股份有限公司,2008-05-15 16:00:00,3.65,2007-04-28 16:00:00,55.29,通产丽星,002243,http://www.beautystar.cn
江苏省南京市江宁开发区水阁路39号,江苏省南京市浦口开发区星火路8号H楼三层,江苏,Guodian Nanjing Automation Company Limited,电子电气组件与设备,63524.64,1.0,1999-11-17 16:00:00,6.35,上海证券交易所,国电南京自动化股份有限公司,1999-08-24 16:00:00,6.35,1999-09-21 16:00:00,55.14,国电南自,600268,http://www.sac-china.com
江苏省江阴市云亭街道工业园区那巷路8号,江苏省江阴市云亭街道工业园区那巷路8号,江苏,"Jiangsu SINOJIT Wind Energy Technology Co., Ltd.",工业机械,99176.0,1.0,2011-05-05 16:00:00,9.92,上海证券交易所,江苏吉鑫风能科技股份有限公司,2011-04-25 16:00:00,9.92,2003-12-18 16:00:00,54.94,吉鑫科技,601218,http://www.sinojit.com
浙江省玉环县机电产业功能区盛园路1号,浙江省杭州市西湖区古墩路702号赞宇大厦12楼,浙江,"Zhejiang Shuanghuan Driveline Co., Ltd.",工业机械,67674.4,1.0,2010-09-09 16:00:00,4.21,中小企业板,浙江双环传动机械股份有限公司,2010-08-29 16:00:00,6.77,2006-06-18 16:00:00,54.9,双环传动,002472,http://www.gearsnet.com
广东省广州市花都区新雅街镜湖大道8号,广东省广州市花都区新华街镜湖大道8号,广东,Guoguang Electric Company Limited,电子电气组件与设备,41690.4,1.0,2005-05-22 16:00:00,4.15,中小企业板,国光电器股份有限公司,,4.17,1993-12-24 16:00:00,54.85,国光电器,002045,http://www.ggec.com.cn
浙江省绍兴袍江工业区三江路,浙江省绍兴袍江工业区三江路,浙江,"Zhejiang Sunflower Light Energy Science and Technlolg Co., Ltd.",电子电气组件与设备,111980.0,1.0,2010-08-26 16:00:00,11.16,创业板,浙江向日葵光能科技股份有限公司,2010-08-15 16:00:00,11.2,2009-05-30 16:00:00,54.7,向日葵,300111,http://www.sunowe.com.cn
四川省雅安市雨城区碧峰峡路911号,四川省成都市高新区天府四街66号航兴国际广场1号楼,四川,"Sichuan Yahua Industrial Group Co., Ltd.",特种化工品,96000.0,1.0,2010-11-08 16:00:00,7.77,中小企业板,四川雅化实业集团股份有限公司,2010-10-26 16:00:00,9.6,2001-12-24 16:00:00,54.64,雅化集团,002497,http://www.scyahua.com
山西省长治县光明南路振东科技园,山西省长治县光明南路振东科技园,山西,"Shanxi Zhendong Pharmaceutical Co., Ltd.",制药,51992.93,1.0,2011-01-06 16:00:00,2.86,创业板,山西振东制药股份有限公司,2010-12-26 16:00:00,5.2,1995-11-14 16:00:00,54.37,振东制药,300158,http://www.zdjt.com
内蒙古自治区乌兰察布盟集宁市解放路103号,北京市朝阳区新源里16号琨莎中心2座7层,内蒙古,"Inner Mongolia Furui Medical Science Co., Ltd.",制药,26324.61,1.0,2010-01-19 16:00:00,2.26,创业板,内蒙古福瑞医疗科技股份有限公司,2010-01-06 16:00:00,2.63,2001-12-25 16:00:00,54.34,福瑞股份,300049,http://www.fu-rui.com
湖南省益阳市银城南路龙岭工业园,湖南省益阳市银城南路龙岭工业园,湖南,"Hunan Hansen Pharmaceutical Co., Ltd.",制药,29600.0,1.0,2010-05-24 16:00:00,2.87,中小企业板,湖南汉森制药股份有限公司,2010-05-10 16:00:00,2.96,1998-01-20 16:00:00,54.32,汉森制药,002412,http://www.hansenzy.com
广东省广州市天河区珠江西路5号广州国际金融中心主塔写字楼第45层04-05单元,广东省广州市天河区珠江西路5号广州国际金融中心45层04-05室,广东,"Youngy Co., Ltd.",电子电气组件与设备,25965.52,1.0,2007-12-04 16:00:00,1.9,中小企业板,融捷股份有限公司,2007-11-20 16:00:00,2.6,1998-08-20 16:00:00,54.25,融捷股份,002192,http://www.luxiang.cn
江西省萍乡市昭萍东路3号,江西省南昌市西湖区丁公路117号,江西,"Anyuan Coal Industry Group Co., Ltd.",煤炭开采,98995.99,1.0,2002-07-01 16:00:00,9.9,上海证券交易所,安源煤业集团股份有限公司,,9.9,1999-12-29 16:00:00,54.25,安源煤业,600397,http://www.anyuan2002.com
重庆市涪陵区白涛街道,重庆市涪陵区白涛街道,重庆,"Chongqing Jianfeng Chemical Co., Ltd.",通用化工品,59879.92,1.0,1999-09-15 16:00:00,5.99,深圳证券交易所,重庆建峰化工股份有限公司,1999-08-10 16:00:00,5.99,1999-05-27 16:00:00,54.19,*ST建峰,000950,http://www.jfhggf.com
新疆维吾尔自治区乌鲁木齐市经济技术开发区（头屯河区）乌昌公路2702号,新疆维吾尔自治区乌鲁木齐市经济技术开发区（头屯河区）乌昌公路2702号,新疆,"Xinjiang Tianrun Dairy Co., Ltd.",食品生产（IV）,10355.72,1.0,2001-06-27 16:00:00,0.83,上海证券交易所,新疆天润乳业股份有限公司,2001-06-14 16:00:00,1.04,1999-12-29 16:00:00,54.15,天润乳业,600419,http://www.xjth.cn
福建省泉州市泉港区普安工业区,福建省泉州市泉港区普安工业区,福建,"Fujian Newchoice Pipe Technology Co., Ltd.",建材与构件,103154.85,1.0,2011-04-06 16:00:00,7.56,创业板,福建纳川管材科技股份有限公司,2011-03-27 16:00:00,10.32,2003-06-10 16:00:00,54.15,纳川股份,300198,http://www.superpipe.cn
江苏省南京市江宁开发区将军大道100号,江苏省南京市江宁开发区将军大道100号,江苏,"Wiscom System Co., Ltd.",电子电气组件与设备,23171.89,1.0,2006-12-07 16:00:00,1.98,中小企业板,江苏金智科技股份有限公司,2006-11-23 16:00:00,2.36,1995-11-09 16:00:00,54.05,金智科技,002090,http://www.wiscom.com.cn
四川省射洪县太和镇新阳街87号,四川省德阳市蓥华南路一段10号,四川,"Sichuan Meifeng Chemical Industry Co., Ltd.",特种化工品,59148.44,1.0,1997-06-16 16:00:00,5.91,深圳证券交易所,四川美丰化工股份有限公司,1997-05-29 16:00:00,5.91,1994-03-02 16:00:00,53.94,四川美丰,000731,http://www.scmeif.com
山东省潍坊市高新技术产业开发区梨园街3517号,山东省潍坊市高新技术产业开发区梨园街3517号,山东,"Shandong Wohua Pharmaceutical Co., Ltd.",制药,36075.6,1.0,2007-01-23 16:00:00,3.49,中小企业板,山东沃华医药科技股份有限公司,2007-01-09 16:00:00,3.61,2003-03-24 16:00:00,53.84,沃华医药,002107,http://www.wohua.cn
河南省济源市承留镇小寨村,河南省济源市承留镇小寨村,河南,"Zhongyuan Special Steel Co., Ltd.",工业机械,50298.66,1.0,2010-06-02 16:00:00,4.66,中小企业板,中原特钢股份有限公司,2010-05-23 16:00:00,5.03,2007-08-28 16:00:00,53.77,*ST中特,002423,http://www.zssw.com
湖南省浏阳生物医药园,湖南省浏阳生物医药园,湖南,"Lens Technology Co., Ltd.",电子电气组件与设备,218160.28,1.0,2015-03-17 16:00:00,2.06,创业板,蓝思科技股份有限公司,2015-03-09 16:00:00,21.82,2006-12-20 16:00:00,53.7,蓝思科技,300433,http://www.hnlens.com
江苏省苏州市相城区黄埭镇,江苏省苏州市相城区黄埭镇春秋路8号江南大厦16-22层,江苏,"Jiangsu Jiangnan High Polymer Fiber Co., Ltd.",通用化工品,80208.94,1.0,2003-11-26 16:00:00,8.02,上海证券交易所,江苏江南高纤股份有限公司,,8.02,1996-11-24 16:00:00,53.66,江南高纤,600527,http://www.jngx.cn
广东省广州市天河区五山路246、248、250号2602房自编04、05,广东省广州市萝岗区瑞发路12号,广东,"Guangzhou Kingteller Technology Co., Ltd.",工业机械,76119.13,1.0,2007-10-31 16:00:00,6.22,中小企业板,广州御银科技股份有限公司,2007-10-21 16:00:00,7.61,2001-04-25 16:00:00,53.63,御银股份,002177,http://www.kingteller.com.cn
四川省宜宾市下江北,四川省宜宾市下江北,四川,"Yibin Tianyuan Group Co., Ltd.",通用化工品,67167.98,1.0,2010-04-08 16:00:00,6.72,中小企业板,宜宾天原集团股份有限公司,2010-03-28 16:00:00,6.72,1993-12-31 16:00:00,53.59,天原集团,002386,http://www.ybty.com
广东省江门市江海区�蛲�蛐四下�22号,广东省江门市江海区�蛲�蛐四下�22号,广东,"Jiangmen Kanhoo Industry Co., Ltd.",电子电气组件与设备,10000.0,1.0,2012-07-25 16:00:00,0.82,创业板,江门市科恒实业股份有限公司,2012-07-15 16:00:00,1.0,2000-09-11 16:00:00,53.47,科恒股份,300340,http://www.keheng.com.cn
广东省江门市龙湾路8号,广东省江门市龙湾路8号,广东,"JPMF Guangdong Co., Ltd.",电子电气组件与设备,117721.19,1.0,2011-07-14 16:00:00,5.13,中小企业板,广东江粉磁材股份有限公司,2011-07-05 16:00:00,11.77,1994-11-24 16:00:00,53.43,江粉磁材,002600,http://www.jpmf.com.cn
云南省昆明市官渡区春城路276号,云南省昆明市官渡区春城路276号,云南,"YunnanEnergy Investment CO.,LTD",通用化工品,55832.93,1.0,2006-06-26 16:00:00,3.72,中小企业板,云南能源投资股份有限公司,2006-06-12 16:00:00,5.58,2002-07-24 16:00:00,53.34,云南能投,002053,http://www.ynyh.com
河南省郑州高新技术开发区雪松路169号,河南省郑州高新技术开发区雪松路169号,河南,"Henan Hanwei Electronics Co., Ltd.",工业机械,29302.28,1.0,2009-10-29 16:00:00,2.24,创业板,河南汉威电子股份有限公司,2009-09-24 16:00:00,2.93,2008-01-27 16:00:00,53.23,汉威电子,300007,http://www.hwsensor.com
江苏省南通市钟秀中路135号,江苏省南通市钟秀中路百花科技楼三、四楼,江苏,"Jiangsu Jin Tong Ling Fluid Machinery Technology Co., Ltd.",工业机械,52250.0,1.0,2010-06-24 16:00:00,3.61,创业板,江苏金通灵流体机械科技股份有限公司,2010-06-10 16:00:00,5.23,2008-06-18 16:00:00,53.09,金通灵,300091,http://www.jtlfans.com
广东省梅州市东升工业园B区,广东省梅州市东升工业园B区,广东,"Guangdong Jiaying Pharmaceutical Co., Ltd.",制药,50750.98,1.0,2007-12-17 16:00:00,4.05,中小企业板,广东嘉应制药股份有限公司,2007-12-05 16:00:00,5.08,2005-05-31 16:00:00,53.05,嘉应制药,002198,http://www.gdjyzy.com.cn
四川省成都市新都工业开发区南二路,四川省成都市新都工业开发区南二路,四川,"Chengdu Wintrue Holding Co., Ltd.",特种化工品,101010.0,1.0,2011-01-17 16:00:00,4.07,中小企业板,成都云图控股股份有限公司,2011-01-05 16:00:00,10.1,1995-08-30 16:00:00,53.05,云图控股,002539,http://www.shindoo.com
广东省东莞市清溪镇银泉工业区,广东省东莞市清溪镇银泉工业区,广东,"Dongguan Eontec Co., Ltd.",有色金属,40320.0,1.0,2012-06-18 16:00:00,4.03,创业板,东莞宜安科技股份有限公司,2012-06-07 16:00:00,4.03,1993-05-26 16:00:00,52.98,宜安科技,300328,http://www.e-ande.com
河北省保定市徐水县巨力路,河北省保定市徐水县巨力路,河北,"Juli Sling Co., Ltd.",钢铁,96000.0,1.0,2010-01-25 16:00:00,8.66,中小企业板,巨力索具股份有限公司,2010-01-12 16:00:00,9.6,2004-12-06 16:00:00,52.98,巨力索具,002342,http://www.julisling.com
江苏省宝应县安宜镇苏中路1号,江苏省宝应县安宜镇苏中路1号,江苏,"Baosheng Science and Technology Innovation Co., Ltd.",电子电气组件与设备,90526.85,1.0,2004-08-01 16:00:00,6.63,上海证券交易所,宝胜科技创新股份有限公司,,9.05,2000-06-29 16:00:00,52.97,宝胜股份,600973,http://www.baoshengcable.com
江西省南昌市经济开发区玉屏东大道299号,江西省南昌市经济开发区玉屏东大道299号清华科技园（江西）华江大厦,江西,"Chengzhi Co., Ltd.",通用化工品,38768.36,1.0,2000-07-05 16:00:00,2.97,深圳证券交易所,诚志股份有限公司,2000-06-18 16:00:00,3.88,1998-10-08 16:00:00,52.96,诚志股份,000990,http://www.chengzhi.com.cn
山西省太原市和平南路83号,山西省太原市小店区晋阳街东�p三巷3号,山西,Taiyuan Coal Gasification Company Limited,煤炭开采,51374.7,1.0,2000-06-21 16:00:00,5.14,深圳证券交易所,太原煤气化股份有限公司,2000-05-09 16:00:00,5.14,1998-12-21 16:00:00,52.86,*ST煤气,000968,http://www.tymqh.com
广东省广州市天河区黄埔大道东128号,广东省广州市天河区黄埔大道东128号,广东,"Lonkey Industrial Co., Ltd., Guangzhou",通用化工品,52294.43,1.0,1993-11-07 16:00:00,4.46,深圳证券交易所,广州市浪奇实业股份有限公司,,5.23,1993-02-02 16:00:00,52.82,广州浪奇,000523,http://www.lonkey.com.cn
贵州省贵阳市都司高架桥路46号黔源大厦,贵州省贵阳市南明区都司高架桥路46号黔源大厦,贵州,"Guizhou Qianyuan Power Co., Ltd.",电力（IV）,30539.87,1.0,2005-03-02 16:00:00,3.05,中小企业板,贵州黔源电力股份有限公司,,3.05,1993-10-11 16:00:00,52.8,黔源电力,002039,http://www.gzqydl.cn
湖北省武穴市江堤路1号,湖北省武穴市江堤路1号,湖北,"Hubei Guangji Pharmaceutical Co., Ltd.",制药,25170.55,1.0,1999-11-11 16:00:00,2.52,深圳证券交易所,湖北广济药业股份有限公司,1999-08-19 16:00:00,2.52,1993-05-27 16:00:00,52.73,广济药业,000952,http://www.guangjipharm.com
湖北省襄阳市襄城区轴承路1号,湖北省襄阳市襄城区轴承路1号,湖北,"Xiangyang Automobile Bearing Co., Ltd.",工业机械,45961.18,1.0,1997-01-05 16:00:00,4.29,深圳证券交易所,襄阳汽车轴承股份有限公司,1996-12-23 16:00:00,4.6,1993-05-05 16:00:00,52.65,襄阳轴承,000678,http://www.zxy.com.cn
广东省中山市南头镇东福北路35号,广东省中山市南头镇东福北路35号,广东,"Sotech Smarter EquipmentCo., Ltd.",工业机械,58618.05,1.0,2011-01-31 16:00:00,3.13,创业板,松德智慧装备股份有限公司,2011-01-23 16:00:00,5.86,1997-04-17 16:00:00,52.57,智慧松德,300173,http://www.songde.com.cn
广东省佛山市禅城区华宝南路18号,广东省佛山市禅城区华宝南路18号,广东,"Foshan Nationstar Optoelectronics Co., Ltd.",电子电气组件与设备,47575.17,1.0,2010-07-15 16:00:00,3.35,中小企业板,佛山市国星光电股份有限公司,2010-07-04 16:00:00,4.76,1981-08-30 16:00:00,52.53,国星光电,002449,http://www.nationstar.com
辽宁省大连经济技术开发区双D港辽河东路88号,辽宁省大连经济技术开发区双D港辽河东路88号,辽宁,"Dalian Insulator Group Co., Ltd.",电子电气组件与设备,20400.0,1.0,2011-08-04 16:00:00,1.42,中小企业板,大连电瓷集团股份有限公司,2011-07-27 16:00:00,2.04,2003-11-24 16:00:00,52.52,大连电瓷,002606,http://www.insulators.cn
四川省阿坝藏族羌族自治州汶川县草坡乡下索桥,四川省都江堰市奎光路301号,四川,"Sichuan Minjiang Hydropower Co., Ltd.",电力（IV）,50412.52,1.0,1998-04-01 16:00:00,3.97,上海证券交易所,四川岷江水利电力股份有限公司,1998-03-10 16:00:00,5.04,1993-12-30 16:00:00,52.42,岷江水电,600131,http://www.mjsdgs.com
湖北省京山县经济技术开发区轻机工业园,湖北省京山县经济技术开发区轻机工业园,湖北,"Hubei J.S.Machine Co., Ltd.",工业机械,47773.26,1.0,1998-06-25 16:00:00,3.45,深圳证券交易所,湖北京山轻工机械股份有限公司,1998-05-10 16:00:00,4.78,1998-05-18 16:00:00,52.27,京山轻机,000821,http://www.jspackmach.com
上海市松江工业区宝胜路33号,上海市松江工业区宝胜路33号,上海,Goldenmax International Technology Ltd.,电子电气组件与设备,72800.0,1.0,2011-11-24 16:00:00,2.46,中小企业板,金安国纪科技股份有限公司,2011-11-15 16:00:00,7.28,2000-10-18 16:00:00,52.14,金安国纪,002636,http://www.goldenmax.cn
浙江省湖州市八里店镇,浙江省湖州市织里镇栋梁路,浙江,"Zhe Jiang Dongliang New Building Materials Co., Ltd.",铝业,23800.0,1.0,2006-11-19 16:00:00,2.05,中小企业板,浙江栋梁新材股份有限公司,2006-11-02 16:00:00,2.38,1999-03-30 16:00:00,52.14,栋梁新材,002082,http://www.dongliang.com.cn
江苏省苏州市苏州工业园区葑亭大道718号,江苏省苏州工业园区唯新路28号,江苏,SJEC Corporation,工业机械,39718.24,1.0,2012-01-15 16:00:00,3.97,上海证券交易所,江南嘉捷电梯股份有限公司,2012-01-05 16:00:00,3.97,1992-06-19 16:00:00,51.99,江南嘉捷,601313,http://www.sjec.com.cn
江苏省无锡市城南路3号,江苏省无锡市城南路3号,江苏,"Wuxi Huaguang Boiler Co., Ltd.",工业机械,25600.0,1.0,2003-07-20 16:00:00,2.56,上海证券交易所,无锡华光锅炉股份有限公司,,2.56,2000-12-25 16:00:00,51.89,华光股份,600475,http://www.wxboiler.com
甘肃省兰州市兰州新区黄河大道西段528号,甘肃省兰州市兰州新区黄河大道西段528号,甘肃,"Lanzhou LS Heavy Equipment Co., Ltd.",工业机械,102541.56,1.0,2014-10-08 16:00:00,3.87,上海证券交易所,兰州兰石重型装备股份有限公司,2014-09-23 16:00:00,10.25,2001-10-21 16:00:00,51.78,兰石重装,603169,http://www.lshec.com
海南省海口国家高新技术产业开发区药谷工业园药谷三路6号,海口国家高新技术产业开发区药谷工业园药谷三路6号,海南,"Hainan Honz Pharmaceutical Co., Ltd.",制药,45000.0,1.0,2010-05-25 16:00:00,4.38,创业板,海南康芝药业股份有限公司,2010-05-12 16:00:00,4.5,1994-01-19 16:00:00,51.63,康芝药业,300086,http://www.honz.com.cn
河南省郑州市综合投资区长兴路中段,河南省郑州市综合投资区长兴路中段,河南,"Sanquan Food Co., Ltd.",食品生产（IV）,80421.75,1.0,2008-02-19 16:00:00,5.71,中小企业板,三全食品股份有限公司,2008-01-29 16:00:00,8.04,2001-06-27 16:00:00,51.59,三全食品,002216,http://www.sanquan.com
