addrReg,addrWork,area,ename,industry,institutional,is_target,listingDate,lootchips,market,name,offerDate,pricelimit,registerDate,shareholders,sname,stockCode,webSite
北京市东城区安德路16号洲际大厦,北京市东城区东直门北大街9号,北京,Petrochina Company Limited,石油勘探与开采,18302097.78,1.0,2007-11-04 16:00:00,1619.22,上海证券交易所,中国石油天然气股份有限公司,2007-10-25 16:00:00,1830.21,1999-11-04 16:00:00,12030.81,中国石油,601857,http://www.petrochina.com.cn
北京市朝阳区朝阳门北大街22号,北京市朝阳区朝阳门北大街22号,北京,China Petroleum and Chemical Corporation,石油勘探与开采,12107120.96,1.0,2001-08-07 16:00:00,955.58,上海证券交易所,中国石油化工股份有限公司,2001-07-15 16:00:00,1210.71,2000-02-24 16:00:00,4844.78,中国石化,600028,http://www.sinopec.com
北京市东城区安定门西滨河路22号,北京市东城区安定门西滨河路22号,北京,China Shenhua Energy Company Limited,煤炭开采,1988962.05,1.0,2007-10-08 16:00:00,164.91,上海证券交易所,中国神华能源股份有限公司,2007-09-24 16:00:00,198.9,2004-11-07 16:00:00,2852.95,中国神华,601088,http://www.csec.com;www.shenhuachina.com
上海市张江高科技园区松涛路563号1号楼509室,上海市静安区威海路489号,上海,SAIC Motor Corporation Limited,汽车,1102556.66,1.0,1997-11-24 16:00:00,110.26,上海证券交易所,上海汽车集团股份有限公司,1997-11-06 16:00:00,110.26,1997-11-23 16:00:00,2579.98,上汽集团,600104,http://www.saicmotor.com
北京市海淀区玉渊潭南路1号B座,北京市西城区金融大街19号富凯大厦B座,北京,"China Yangtze Power Co., Ltd.",电力（IV）,2200000.0,1.0,2003-11-17 16:00:00,97.46,上海证券交易所,中国长江电力股份有限公司,,220.0,2002-11-03 16:00:00,1303.03,长江电力,600900,http://www.cypc.com.cn
北京市海淀区昆明湖南路72号,北京市海淀区昆明湖南路72号,北京,China Shipbuilding Industry Company Limited,工业机械,1836166.51,1.0,2009-12-15 16:00:00,179.58,上海证券交易所,中国船舶重工股份有限公司,2009-12-06 16:00:00,183.62,2008-03-17 16:00:00,1231.91,中国重工,601989,http://www.csicl.com.cn
江苏省连云港市经济技术开发区昆仑山路7号,江苏省连云港市经济技术开发区昆仑山路7号,江苏,"Jiangsu Hengrui Medicine Co., Ltd.",制药,234776.29,1.0,2000-10-17 16:00:00,23.43,上海证券交易所,江苏恒瑞医药股份有限公司,2000-09-06 16:00:00,23.48,1997-04-27 16:00:00,1085.09,恒瑞医药,600276,http://www.hrs.com.cn
内蒙古自治区呼和浩特市金山开发区金山大街1号,内蒙古自治区呼和浩特市金山开发区金山大道1号,内蒙古,"Inner Mongolia Yili Industrial Group Co., Ltd.",食品生产（IV）,606480.01,1.0,1996-03-11 16:00:00,60.33,上海证券交易所,内蒙古伊利实业集团股份有限公司,1996-01-24 16:00:00,60.65,1993-06-03 16:00:00,1043.17,伊利股份,600887,http://www.yili.com
上海市宝山区富锦路885号宝钢指挥中心,上海市宝山区富锦路885号宝钢指挥中心,上海,Baoshan Iron and Steel Company Limited,钢铁,1646692.72,1.0,2000-12-11 16:00:00,164.24,上海证券交易所,宝山钢铁股份有限公司,2000-11-19 16:00:00,164.67,2000-02-02 16:00:00,914.83,宝钢股份,600019,http://www.baosteel.com
上海市兴义路8号万都中心30楼,上海市徐汇区钦江路212号,上海,Shanghai Electric Group Company Limited,电子电气组件与设备,1343115.64,1.0,2008-12-04 16:00:00,98.51,上海证券交易所,上海电气集团股份有限公司,,134.31,2004-02-29 16:00:00,829.49,上海电气,601727,http://www.shanghai-electric.com
河南省漯河市双汇路1号,河南省漯河市双汇路1号双汇大厦,河南,"Henan Shuanghui Investment and Development Co., Ltd.",食品生产（IV）,329955.83,1.0,1998-12-09 16:00:00,32.99,深圳证券交易所,河南双汇投资发展股份有限公司,1998-09-15 16:00:00,33.0,1998-10-14 16:00:00,791.77,双汇发展,000895,http://www.shuanghui.net
北京市西城区复兴门内大街6号华能大厦,北京市西城区复兴门内大街6号华能大厦,北京,"Huaneng Power International Co., Ltd.",电力（IV）,1520038.34,1.0,2001-12-05 16:00:00,105.0,上海证券交易所,华能国际电力股份有限公司,2001-11-14 16:00:00,152.0,1994-06-29 16:00:00,756.0,华能国际,600011,http://www.hpi.com.cn;www.hpi-ir.com.hk
广东省普宁市流沙镇长春路中段,广东省深圳市福田区下梅林泰科路,广东,"Kangmei Pharmaceutical Co., Ltd.",制药,494722.37,1.0,2001-03-18 16:00:00,43.97,上海证券交易所,康美药业股份有限公司,2001-02-25 16:00:00,49.47,1997-06-17 16:00:00,750.2,康美药业,600518,http://www.kangmei.com.cn
云南省昆明市呈贡区云南白药街3686号,云南省昆明市呈贡区云南白药街3686号,云南,"Yunnan Baiyao Group Co., Ltd.",制药,104139.97,1.0,1993-12-14 16:00:00,10.41,深圳证券交易所,云南白药集团股份有限公司,,10.41,1993-11-27 16:00:00,720.96,云南白药,000538,http://www.yunnanbaiyao.com.cn
安徽省芜湖市文化路39号,安徽省芜湖市文化路39号,安徽,Anhui Conch Cement Company Limited,建材与构件,529930.26,1.0,2002-02-06 16:00:00,40.0,上海证券交易所,安徽海螺水泥股份有限公司,2002-01-23 16:00:00,52.99,1997-08-31 16:00:00,679.15,海螺水泥,600585,http://www.conch.cn
河北省保定市朝阳南大街2266号,河北省保定市朝阳南大街2266号,河北,Great Wall Motor Company Limited,汽车,912726.9,1.0,2011-09-27 16:00:00,60.28,上海证券交易所,长城汽车股份有限公司,2011-09-18 16:00:00,91.27,1998-06-30 16:00:00,673.3,长城汽车,601633,http://www.gwm.com.cn
北京市朝阳区酒仙桥路10号,北京市北京经济技术开发区西环中路12号,北京,"BOE Technology Group Co., Ltd.",电子电气组件与设备,3515306.77,1.0,2001-01-11 16:00:00,240.29,深圳证券交易所,京东方科技集团股份有限公司,2000-12-18 16:00:00,351.53,1993-04-08 16:00:00,607.92,京东方A,000725,http://www.boe.com.cn
辽宁省大连经济技术开发区黄海西路4号,北京市朝阳区安慧北里安园19号楼,辽宁,"GD Power Development Co., Ltd.",电力（IV）,1965039.78,1.0,1997-03-17 16:00:00,196.5,上海证券交易所,国电电力发展股份有限公司,,196.5,1992-12-30 16:00:00,603.27,国电电力,600795,http://www.600795.com.cn
北京市朝阳区黄寺大街1号,北京市朝阳区黄寺大街1号,北京,China Coal Energy Company Limited,煤炭开采,1325866.34,1.0,2008-01-31 16:00:00,91.52,上海证券交易所,中国中煤能源股份有限公司,2008-01-24 16:00:00,132.59,2006-08-21 16:00:00,601.29,中煤能源,601898,http://www.chinacoalenergy.com
山东省济南市舜华路2000号舜泰广场3号楼,山东省济南市舜华路2000号舜泰广场3号楼,山东,"Shandong Gold Mining Co., Ltd.",金矿开采,185711.88,1.0,2003-08-27 16:00:00,14.23,上海证券交易所,山东黄金矿业股份有限公司,,18.57,2000-01-30 16:00:00,548.45,山东黄金,600547,http://www.sdhjgf.com
重庆市江北区建新东路260号,重庆市江北区建新东路260号,重庆,"Chongqing Changan Atuomobile Co., Ltd.",汽车,480264.85,1.0,1997-06-09 16:00:00,33.88,深圳证券交易所,重庆长安汽车股份有限公司,1997-05-22 16:00:00,48.03,1996-10-30 16:00:00,546.75,长安汽车,000625,http://www.changan.com.cn
江苏省张家港市环保新材料产业园晨港路北侧、港华路西侧,北京市昌平区昌平科技园区振兴路26号,北京,"Kangde Xin Composite Material Group Co., Ltd.",特种化工品,352431.96,1.0,2010-07-15 16:00:00,28.76,中小企业板,北京康得新复合材料股份有限公司,2010-07-04 16:00:00,35.24,2001-08-20 16:00:00,519.97,康得新,002450,http://www.kangdexin.com
福建省上杭县紫金大道1号,福建省上杭县紫金大道1号，厦门市湖里区泗水道599号海富中心19-22层,福建,"Zijin Mining Group Co., Ltd.",金矿开采,215407.44,1.0,2008-04-24 16:00:00,158.04,上海证券交易所,紫金矿业集团股份有限公司,2008-04-15 16:00:00,215.41,2000-09-05 16:00:00,516.78,紫金矿业,601899,http://www.zjky.cn
河南省洛阳市栾川县城东新区画眉山路伊河以北,河南省洛阳市栾川县城东新区画眉山路伊河以北,河南,"China Molybdenum Co., Ltd.",金矿开采,337743.97,1.0,2012-10-08 16:00:00,129.54,上海证券交易所,洛阳栾川钼业集团股份有限公司,2012-09-23 16:00:00,168.87,1999-12-21 16:00:00,502.6,洛阳钼业,603993,http://www.chinamoly.com
广东省深圳市大鹏新区葵涌街道延安路一号,广东省深圳市坪山新区比亚迪路3009号,广东,BYD Company Limited,电子电气组件与设备,272814.29,1.0,2011-06-29 16:00:00,8.4,中小企业板,比亚迪股份有限公司,2011-06-20 16:00:00,27.28,2002-06-10 16:00:00,478.69,比亚迪,002594,http://www.byd.com.cn
湖北省荆州市荆州开发区东方大道131号,福建省厦门市思明区吕岭路1721-1725号,湖北,"Sanan Optoelectronics Co., Ltd.",电子电气组件与设备,407842.49,1.0,1996-05-27 16:00:00,37.93,上海证券交易所,三安光电股份有限公司,1996-05-13 16:00:00,40.78,1993-03-26 16:00:00,469.9,三安光电,600703,http://www.sanan-e.com
内蒙古自治区包头稀土高新技术产业开发区,内蒙古自治区包头市稀土高新技术产业开发区黄河路83号,内蒙古,"China Northern Rare Earth (Group) High-Tech Co., Ltd.",有色金属,363306.6,1.0,1997-09-23 16:00:00,36.33,上海证券交易所,内蒙古包钢稀土(集团)高科技股份有限公司,1997-08-26 16:00:00,36.33,1997-09-11 16:00:00,463.94,北方稀土,600111,http://www.reht.com;www.reht.cn
山东省烟台市开发区天山路17号,山东省烟台市幸福南路7号,山东,"Wanhua Chemical Group Co., Ltd.",通用化工品,216233.47,1.0,2001-01-04 16:00:00,21.62,上海证券交易所,万华化学集团股份有限公司,2000-12-14 16:00:00,21.62,1998-12-15 16:00:00,462.74,万华化学,600309,http://www.whchem.com
北京市西城区西直门南小街147号楼11层1108,北京市西城区西直门南小街147号,北京,"SDIC Power Holdings Co., Ltd.",电力（IV）,678602.33,1.0,1996-01-17 16:00:00,67.86,上海证券交易所,国投电力控股股份有限公司,,67.86,1989-02-22 16:00:00,459.41,国投电力,600886,http://www.sdicpower.com
北京市昌平区北清路8号6幢5楼,北京市昌平区北清路8号,北京,"Sany Heavy Industry Co., Ltd.",工业机械,761086.1,1.0,2003-07-02 16:00:00,75.94,上海证券交易所,三一重工股份有限公司,,76.11,1994-11-21 16:00:00,449.55,三一重工,600031,http://www.sanyhi.com
内蒙古自治区包头市昆区河西工业区,内蒙古自治区包头市昆区包钢厂区信息大楼东副楼三楼,内蒙古,"Inner Mongolia Baotou Steel Union Co., Ltd.",钢铁,3256073.76,1.0,2001-03-08 16:00:00,157.42,上海证券交易所,内蒙古包钢钢联股份有限公司,2001-02-13 16:00:00,325.61,1999-06-28 16:00:00,448.65,包钢股份,600010,http://www.btsteel.com
上海市金山区金一路48号,上海市金山区金一路48号,上海,"Sinopec Shanghai Petrochemical Co., Ltd.",通用化工品,1080000.0,1.0,1993-11-07 16:00:00,73.05,上海证券交易所,中国石化上海石油化工股份有限公司,,108.0,1993-06-28 16:00:00,444.87,上海石化,600688,http://www.spc.com.cn
上海市曹杨路510号九楼,上海市宜山路1289号A楼,上海,"Shanghai Fosun Pharmaceutical (Group) Co., Ltd.",制药,231407.54,1.0,1998-08-06 16:00:00,19.07,上海证券交易所,上海复星医药(集团)股份有限公司,1998-06-24 16:00:00,23.14,1994-01-13 16:00:00,442.39,复星医药,600196,http://www.fosunpharma.com
北京市海淀区西直门北大街62号,北京市海淀区西直门北大街62号,北京,Aluminum Corporation of China Limited,有色金属,1490379.82,1.0,2007-04-29 16:00:00,109.6,上海证券交易所,中国铝业股份有限公司,,149.04,2001-09-09 16:00:00,436.2,中国铝业,601600,http://www.chalco.com.cn
北京市北京经济技术开发区西环南路8号,北京市崇文区东兴隆街52号、北京市崇文门外大街42号,北京,"Beijing Tong Ren Tang Co., Ltd.",制药,137147.03,1.0,1997-06-24 16:00:00,13.71,上海证券交易所,北京同仁堂股份有限公司,1997-05-28 16:00:00,13.71,1997-06-17 16:00:00,431.05,同仁堂,600085,http://www.tongrentang.com
天津市北辰区普济河东道2号(天士力现代中药城),天津市北辰区普济河东道2号(天士力现代中药城),天津,"Tasly Pharmaceutical Group Co., Ltd.",制药,108047.59,1.0,2002-08-22 16:00:00,10.33,上海证券交易所,天士力制药集团股份有限公司,,10.8,1998-04-29 16:00:00,426.77,天士力,600535,http://www.tasly.com
广东省深圳市宝安区沙井街道蚝一西部三洋新工业区A栋2层,广东省东莞市清溪镇青皇村青皇工业区葵青路17号,广东,"Luxshare Precision Industry Co., Ltd.",电子电气组件与设备,212005.86,1.0,2010-09-14 16:00:00,18.7,中小企业板,立讯精密工业股份有限公司,2010-08-31 16:00:00,21.2,2004-05-23 16:00:00,421.06,立讯精密,002475,http://www.luxshare-ict.com
北京市东城区柳荫公园南街1号5-7层,北京市东城区安外大街9号,北京,"Zhongjin Gold Corp., Ltd.",金矿开采,345113.72,1.0,2003-08-13 16:00:00,34.51,上海证券交易所,中金黄金股份有限公司,,34.51,2000-06-22 16:00:00,420.69,中金黄金,600489,http://www.zjgold.com
北京市海淀区人大北路33号1号楼大行基业大厦9层,北京市海淀区人大北路33号1号楼大行基业大厦9层,北京,"Beijing Sanju Environmental Protection and New Materials Co., Ltd.",特种化工品,119259.21,1.0,2010-04-26 16:00:00,8.93,创业板,北京三聚环保新材料股份有限公司,2010-04-13 16:00:00,11.93,1997-06-02 16:00:00,406.16,三聚环保,300072,http://www.sanju.cn
山东省潍坊高新技术产业开发区东方路268号,山东省潍坊高新技术产业开发区东方路268号,山东,Goertek Inc.,电子电气组件与设备,152673.47,1.0,2008-05-21 16:00:00,12.63,中小企业板,歌尔股份有限公司,2008-05-13 16:00:00,15.27,2007-07-26 16:00:00,405.5,歌尔股份,002241,http://www.goertek.com
广东省深圳市光明新区公明街道松白公路华发路段欧菲光科技园,广东省深圳市光明新区公明街道松白公路华发路段欧菲光科技园,广东,"Shenzhen O-film Tech Co., Ltd.",电子电气组件与设备,104964.2,1.0,2010-08-02 16:00:00,10.28,中小企业板,深圳欧菲光科技股份有限公司,2010-07-20 16:00:00,10.5,2007-10-21 16:00:00,404.43,欧菲光,002456,http://www.o-film.com
黑龙江省齐齐哈尔市富拉尔基区红宝石办事处厂前路9号,黑龙江省齐齐哈尔市富拉尔基区红宝石办事处厂前路9号,黑龙江,China First Heavy Industries,工业机械,653800.0,1.0,2010-02-08 16:00:00,65.38,上海证券交易所,中国第一重型机械股份公司,2010-01-31 16:00:00,65.38,2008-12-24 16:00:00,400.78,中国一重,601106,http://www.cfhi.com
北京市西城区广宁伯街9号,北京市西城区广宁伯街9号,北京,"Datang International Power Generation Co., Ltd.",电力（IV）,1331003.76,1.0,2006-12-19 16:00:00,99.94,上海证券交易所,大唐国际发电股份有限公司,2006-12-06 16:00:00,133.1,1994-12-12 16:00:00,400.77,大唐发电,601991,http://www.dtpower.com
四川省射洪县太和镇城北太空村,四川省射洪县太和镇城北,四川,"Tianqi Lithium Industries, Inc.",有色金属,99442.22,1.0,2010-08-30 16:00:00,9.86,中小企业板,四川天齐锂业股份有限公司,2010-08-17 16:00:00,9.94,2007-12-24 16:00:00,397.89,天齐锂业,002466,http://www.tianqilithium.com
山东省邹城市凫山南路298号,山东省邹城市凫山南路298号,山东,Yanzhou Coal Mining Company Limited,煤炭开采,491201.6,1.0,1998-06-30 16:00:00,29.6,上海证券交易所,兖州煤业股份有限公司,1998-06-07 16:00:00,49.12,1997-09-24 16:00:00,390.7,兖州煤业,600188,http://www.yanzhoucoal.com.cn
四川省成都市小南街23号,四川省成都市小南街23号,四川,"Sichuan Chuantou Energy Co., Ltd.",电力（IV）,440214.05,1.0,1993-09-23 16:00:00,44.02,上海证券交易所,四川川投能源股份有限公司,,44.02,1988-04-17 15:00:00,389.59,川投能源,600674,http://www.scte.com.cn
内蒙古自治区乌海市乌达工业园区,内蒙古自治区鄂尔多斯市鄂托克旗蒙西工业园区,内蒙古,"INNER MONGOLIA JUNZHENG ENERGY & CHEMICAL GROUP CO.,LTD.",通用化工品,843801.74,1.0,2011-02-21 16:00:00,73.73,上海证券交易所,内蒙古君正能源化工集团股份有限公司,2011-02-09 16:00:00,84.38,2003-02-15 16:00:00,382.65,君正集团,601216,http://www.junzhenggroup.com
山东省东阿县阿胶街78号,山东省东阿县阿胶街78号,山东,"Dong-E-E-Jiao Co., Ltd.",制药,65402.15,1.0,1996-07-28 16:00:00,6.54,深圳证券交易所,山东东阿阿胶股份有限公司,,6.54,1993-05-27 16:00:00,379.96,东阿阿胶,000423,http://www.dongeejiao.com
天津市塘沽海洋高新技术开发区河北路3-1516,北京市东城区朝阳门内大街2号，凯恒大厦B座11层10号（1110室）,天津,China Oilfield Services Limited,石油勘探与开采,477159.2,1.0,2007-09-27 16:00:00,29.6,上海证券交易所,中海油田服务股份有限公司,2007-09-19 16:00:00,47.72,2002-09-25 16:00:00,368.87,中海油服,601808,http://www.cosl.com.cn
江苏省南京市高新技术产业开发区,江苏省南京市江宁区诚信大道19号,江苏,"NARI Technology Co., Ltd.",电子电气组件与设备,242895.34,1.0,2003-10-15 16:00:00,22.06,上海证券交易所,国电南瑞科技股份有限公司,,24.29,2001-02-27 16:00:00,363.95,国电南瑞,600406,http://www.naritech.cn
江苏省张家港市锦丰镇沙钢大厦,江苏省张家港市锦丰镇沙钢大厦,江苏,"Jiangsu Shagang Co., Ltd.",钢铁,220677.18,1.0,2006-10-24 16:00:00,22.07,中小企业板,江苏沙钢股份有限公司,2006-10-09 16:00:00,22.07,1999-09-27 16:00:00,355.73,沙钢股份,002075,http://www.shaganggf.com
新疆维吾尔自治区乌鲁木齐市经济技术开发区上海路107号,新疆维吾尔自治区乌鲁木齐市经济技术开发区上海路107号,新疆,"Xinjiang Goldwind Science and Technology Co., Ltd.",工业机械,273554.1,1.0,2007-12-25 16:00:00,21.58,中小企业板,新疆金风科技股份有限公司,2007-12-13 16:00:00,27.36,2001-03-25 16:00:00,347.36,金风科技,002202,http://www.goldwind.cn
山东省济南市经三路14号,北京市西城区宣武门内大街2号,山东,Huadian Power International Corporation Limited,电力（IV）,986297.67,1.0,2005-02-02 16:00:00,67.85,上海证券交易所,华电国际电力股份有限公司,,98.63,1994-06-27 16:00:00,344.66,华电国际,600027,http://www.hdpi.com.cn
辽宁省沈阳市浑南新区金辉街16号,辽宁省沈阳市浑南新区金辉街16号,辽宁,Siasun Robot and Automation Company Limited,工业机械,156023.96,1.0,2009-10-29 16:00:00,13.94,创业板,沈阳新松机器人自动化股份有限公司,2009-10-14 16:00:00,15.6,2000-04-29 16:00:00,336.06,机器人,300024,http://www.siasun.com
中国河北省石家庄市体育南大街385号,河北省石家庄市体育南大街385号,河北,Hesteel Company Limited,钢铁,1061860.79,1.0,1997-04-15 16:00:00,106.17,深圳证券交易所,河北钢铁股份有限公司,1997-03-26 16:00:00,106.19,1994-06-28 16:00:00,335.49,河钢股份,000709,http://www.hebgtgf.com
天津市空港经济区西二道82号丽港大厦裙房二层202-F105室,天津港保税区海滨十五路199号,天津,"Offshore Oil Engineering Co., Ltd.",采油设备与服务,442135.48,1.0,2002-02-04 16:00:00,44.21,上海证券交易所,海洋石油工程股份有限公司,2002-01-20 16:00:00,44.21,2000-04-19 16:00:00,326.3,海油工程,600583,http://www.cnoocengineering.com
山西省太原市西矿街318号西山大厦,山西省太原市万柏林区西矿街318号,山西,"Shanxi Xishan Coal and Electricity Power Co., Ltd.",煤炭开采,315120.0,1.0,2000-07-25 16:00:00,31.51,深圳证券交易所,山西西山煤电股份有限公司,2000-07-05 16:00:00,31.51,1999-04-25 16:00:00,323.63,西山煤电,000983,http://www.xsmd.com.cn
湖北省武汉市青山区厂前街（青山区股份公司机关）,湖北省武汉市青山区厂前武钢2号门,湖北,Wuhan Iron and Steel Company Limited,钢铁,1009377.98,1.0,1999-08-02 16:00:00,100.94,上海证券交易所,武汉钢铁股份有限公司,1999-07-04 16:00:00,100.94,1997-11-06 16:00:00,318.96,武钢股份,600005,http://www.wisco.com.cn
吉林省通化县东宝新村,吉林省通化县东宝新村,吉林,"Tonghua Dongbao Pharmaceutical Co., Ltd.",制药,142193.35,1.0,1994-08-23 16:00:00,13.63,上海证券交易所,通化东宝药业股份有限公司,,14.22,1992-12-27 16:00:00,315.6,通化东宝,600867,http://www.thdb.com
浙江省杭州市萧山区益农镇红阳路98号,浙江省杭州市萧山区益农镇浙江荣盛控股集团大楼,浙江,"Rongsheng Petro Chemical Co., Ltd.",通用化工品,254400.0,1.0,2010-11-01 16:00:00,20.38,中小企业板,荣盛石化股份有限公司,2010-10-19 16:00:00,25.44,2007-06-17 16:00:00,310.82,荣盛石化,002493,http://www.cnrspc.com
青海省格尔木市黄河路28号,青海省格尔木市黄河路28号,青海,"Qinghai Salt Lake Industry Co., Ltd.",特种化工品,185739.37,1.0,1997-09-03 16:00:00,15.66,深圳证券交易所,青海盐湖工业股份有限公司,,18.57,1997-08-24 16:00:00,308.11,盐湖股份,000792,http://www.qhyhgf.com
江西省贵溪市冶金大道15号,江西省南昌市昌东大道7666号,江西,"Jiangxi Copper Co., Ltd.",有色金属,346272.94,1.0,2002-01-10 16:00:00,20.75,上海证券交易所,江西铜业股份有限公司,2001-12-20 16:00:00,34.63,1997-01-23 16:00:00,303.4,江西铜业,600362,http://www.jxcc.com
北京市西城区三里河南四巷一号,北京市西城区三里河南四巷一号,北京,"China National Nuclear Power Co., Ltd.",电力（IV）,1556543.0,1.0,2015-06-09 16:00:00,42.41,上海证券交易所,中国核能电力股份有限公司,2015-06-01 16:00:00,155.65,2008-01-20 16:00:00,296.46,中国核电,601985,http://www.cnnp.com.cn
浙江省乐清市北白象镇正泰工业园区正泰路1号,浙江省乐清市北白象镇正泰工业园区正泰路1号,浙江,"Zhejiang Chint Electrics Co., Ltd.",电子电气组件与设备,131944.6,1.0,2010-01-20 16:00:00,13.19,上海证券交易所,浙江正泰电器股份有限公司,2010-01-10 16:00:00,13.19,1997-08-04 16:00:00,295.56,正泰电器,601877,http://www.chint.net
新疆维吾尔自治区昌吉市延安南路52号,新疆维吾尔自治区昌吉市北京南路189号,新疆,"Tebian Electric Apparatus Stock Co., Ltd.",电子电气组件与设备,324348.09,1.0,1997-06-17 16:00:00,32.0,上海证券交易所,特变电工股份有限公司,,32.43,1993-02-25 16:00:00,289.57,特变电工,600089,http://www.tbea.com
陕西省西安市高新区唐兴路7号A座,陕西省西安市高新区唐兴路7号A座,陕西,"China XD Electric Co., Ltd.",电子电气组件与设备,512588.24,1.0,2010-01-27 16:00:00,51.26,上海证券交易所,中国西电电气股份有限公司,2010-01-18 16:00:00,51.26,2008-04-29 16:00:00,288.59,中国西电,601179,http://www.xdect.com.cn
浙江省绍兴市上虞区道墟镇,浙江省绍兴市上虞区道墟镇,浙江,"Zhejiang Longsheng Group Co., Ltd.",特种化工品,325333.19,1.0,2003-07-31 16:00:00,30.6,上海证券交易所,浙江龙盛集团股份有限公司,,32.53,1998-03-22 16:00:00,288.55,浙江龙盛,600352,http://www.longsheng.com
福建省漳州市芗城区上街1号,福建省漳州市芗城区上街1号,福建,"Zhangzhou Pientzehuang Pharmaceutical Co., Ltd.",制药,60331.72,1.0,2003-06-15 16:00:00,6.03,上海证券交易所,漳州片仔癀药业股份有限公司,,6.03,1999-12-27 16:00:00,288.45,片仔癀,600436,http://www.zzpzh.com
辽宁省鞍山市铁西区鞍钢厂区,辽宁省鞍山市铁西区鞍钢厂区,辽宁,Angang Steel Company Limited,钢铁,723480.78,1.0,1997-12-24 16:00:00,61.49,深圳证券交易所,鞍钢股份有限公司,1997-11-16 16:00:00,72.35,1997-05-07 16:00:00,280.39,鞍钢股份,000898,http://www.ansteel.com.cn
广东省深圳市福田区深南中路2068号华能大厦5，33，35-36，38-41层,广东省深圳市福田区深南中路2068号华能大厦5，33，35-36，38-41层,广东,"Shenzhen Energy Group Co., Ltd.",电力（IV）,396449.16,1.0,1993-09-02 16:00:00,39.64,深圳证券交易所,深圳能源集团股份有限公司,,39.64,1993-06-01 16:00:00,274.34,深圳能源,000027,http://www.sec.com.cn
安徽省宣城市宣南公路口,安徽省宁国经济技术开发区,安徽,"Anhui Zhongding Sealing Parts Co., Ltd.",通用化工品,123335.16,1.0,1998-12-02 16:00:00,11.14,深圳证券交易所,安徽中鼎密封件股份有限公司,1998-09-21 16:00:00,12.33,1998-10-22 16:00:00,273.08,中鼎股份,000887,http://www.zhongdinggroup.com
上海市虹井路159号5楼,上海市虹井路159号5楼,上海,Shenergy Company Limited,电力（IV）,455203.83,1.0,1993-04-15 16:00:00,45.52,上海证券交易所,申能股份有限公司,,45.52,1993-02-21 16:00:00,271.76,申能股份,600642,http://www.shenergy.net.cn
浙江省临海市汛桥,浙江省临海市汛桥,浙江,"Zhejiang Huahai Pharmaceutical Co., Ltd.",制药,104304.97,1.0,2003-03-03 16:00:00,10.22,上海证券交易所,浙江华海药业股份有限公司,,10.43,2001-02-27 16:00:00,271.56,华海药业,600521,http://www.huahaipharm.com
安徽省铜陵市长江西路,安徽省铜陵市长江西路有色大院西楼,安徽,"Tongling Nonferrous Metals Group Co., Ltd.",有色金属,956064.37,1.0,1996-11-19 16:00:00,95.6,深圳证券交易所,铜陵有色金属集团股份有限公司,,95.61,1992-08-19 16:00:00,269.6,铜陵有色,000630,http://www.tlys.cn
北京市东城区北三环东路36号,北京市东城区北三环东路36号环球贸易中心D座,北京,BBMG Corporation,建材与构件,1067777.11,1.0,2011-02-28 16:00:00,62.24,上海证券交易所,北京金隅股份有限公司,,106.78,2005-12-21 16:00:00,263.26,金隅股份,601992,http://www.bbmg.com.cn/listco
广东省深圳市龙华新区观澜高新园区观清路1号,广东省深圳市龙华新区观澜高新园区观清路1号,广东,"China Resources Sanjiu Medical and Pharmaceutical Co., Ltd.",制药,97890.0,1.0,2000-03-08 16:00:00,9.78,深圳证券交易所,华润三九医药股份有限公司,1999-11-10 16:00:00,9.79,1999-04-20 16:00:00,261.45,华润三九,000999,http://www.999.com.cn
广东省广州市荔湾区沙面北街45号,广东省广州市荔湾区沙面北街45号,广东,Guangzhou Baiyunshan Pharmaceutical Holdings Company Limited,制药,162579.09,1.0,2001-02-05 16:00:00,10.36,上海证券交易所,广州白云山医药集团股份有限公司,2001-01-09 16:00:00,16.26,1997-08-31 16:00:00,259.81,白云山,600332,http://www.gybys.com.cn
广东省深圳市龙华新区观澜街道高新技术产业园汇川技术总部大厦,深圳市宝安区新安街道留仙二路鸿威工业园 E 栋厂房 1、2、3、4、5 楼,广东,"Shenzhen Inovance Technology Co., Ltd.",电子电气组件与设备,160403.89,1.0,2010-09-27 16:00:00,12.63,创业板,深圳市汇川技术股份有限公司,2010-09-12 16:00:00,16.04,2003-04-09 16:00:00,258.1,汇川技术,300124,http://www.inovance.cn
湖北省武汉市徐东大街96号,湖北省武汉市洪山区徐东大街137号,湖北,"Hubei Energy Group Co., Ltd.",电力（IV）,650744.95,1.0,1998-05-18 16:00:00,53.46,深圳证券交易所,湖北能源集团股份有限公司,1998-04-19 16:00:00,65.07,1998-04-27 16:00:00,256.07,湖北能源,000883,http://www.hbny.com.cn
陕西省西安市高新技术产业开发区锦业一路88号,陕西省西安市高新技术产业开发区锦业一路88号金钼股份综合楼A座,陕西,"Jinduicheng Molybdenum Co., Ltd.",有色金属,322660.44,1.0,2008-04-16 16:00:00,32.27,上海证券交易所,金堆城钼业股份有限公司,2008-04-08 16:00:00,32.27,2007-05-15 16:00:00,255.87,金钼股份,601958,http://www.jdcmoly.com
